index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
791,maps,europe,1500,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
792,maps,europe,1938,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
793,maps,europe,1938,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
794,maps,europe,1938,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
795,maps,europe,1938,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
796,maps,europe,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
797,maps,europe,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
798,maps,europe,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
799,maps,europe,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
800,maps,america,1776,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of america as it was in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
801,maps,america,1776,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of america as it was in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
802,maps,america,1776,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america as it was in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
803,maps,america,1776,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of america as it was in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
804,maps,america,1754,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1754,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of america as it was in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
805,maps,america,1754,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1754,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of america as it was in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
806,maps,america,1754,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1754,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america as it was in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
