index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
1404,Seasonality,Date,Produce,01/26/1811,,a forest,Produce a photorealistic image of a forest in europe on 01/26/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 01/26/1811 '? Is the correct temporal knowledge applied (i.e. 01/26/1811)? Just reply with 'yes' or 'no'.
1405,Seasonality,Date,Produce,01/02/1879,,a forest,Produce a photorealistic image of a forest in europe on 01/02/1879 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 01/02/1879 '? Is the correct temporal knowledge applied (i.e. 01/02/1879)? Just reply with 'yes' or 'no'.
1406,Seasonality,Date,Produce,02/07/1811,,a forest,Produce a photorealistic image of a forest in europe on 02/07/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 02/07/1811 '? Is the correct temporal knowledge applied (i.e. 02/07/1811)? Just reply with 'yes' or 'no'.
1407,Seasonality,Date,Produce,02/17/1887,,a forest,Produce a photorealistic image of a forest in europe on 02/17/1887 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 02/17/1887 '? Is the correct temporal knowledge applied (i.e. 02/17/1887)? Just reply with 'yes' or 'no'.
1408,Seasonality,Date,Produce,03/09/1848,,a forest,Produce a photorealistic image of a forest in europe on 03/09/1848 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 03/09/1848 '? Is the correct temporal knowledge applied (i.e. 03/09/1848)? Just reply with 'yes' or 'no'.
1409,Seasonality,Date,Produce,03/11/1881,,a forest,Produce a photorealistic image of a forest in europe on 03/11/1881 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 03/11/1881 '? Is the correct temporal knowledge applied (i.e. 03/11/1881)? Just reply with 'yes' or 'no'.
1410,Seasonality,Date,Produce,04/23/1804,,a forest,Produce a photorealistic image of a forest in europe on 04/23/1804 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 04/23/1804 '? Is the correct temporal knowledge applied (i.e. 04/23/1804)? Just reply with 'yes' or 'no'.
1411,Seasonality,Date,Produce,04/16/1859,,a forest,Produce a photorealistic image of a forest in europe on 04/16/1859 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 04/16/1859 '? Is the correct temporal knowledge applied (i.e. 04/16/1859)? Just reply with 'yes' or 'no'.
1412,Seasonality,Date,Produce,05/30/1839,,a forest,Produce a photorealistic image of a forest in europe on 05/30/1839 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 05/30/1839 '? Is the correct temporal knowledge applied (i.e. 05/30/1839)? Just reply with 'yes' or 'no'.
1413,Seasonality,Date,Produce,05/30/1894,,a forest,Produce a photorealistic image of a forest in europe on 05/30/1894 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 05/30/1894 '? Is the correct temporal knowledge applied (i.e. 05/30/1894)? Just reply with 'yes' or 'no'.
1414,Seasonality,Date,Produce,06/27/1822,,a forest,Produce a photorealistic image of a forest in europe on 06/27/1822 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 06/27/1822 '? Is the correct temporal knowledge applied (i.e. 06/27/1822)? Just reply with 'yes' or 'no'.
1415,Seasonality,Date,Produce,06/09/1883,,a forest,Produce a photorealistic image of a forest in europe on 06/09/1883 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 06/09/1883 '? Is the correct temporal knowledge applied (i.e. 06/09/1883)? Just reply with 'yes' or 'no'.
1416,Seasonality,Date,Produce,07/26/1814,,a forest,Produce a photorealistic image of a forest in europe on 07/26/1814 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 07/26/1814 '? Is the correct temporal knowledge applied (i.e. 07/26/1814)? Just reply with 'yes' or 'no'.
1417,Seasonality,Date,Produce,07/09/1853,,a forest,Produce a photorealistic image of a forest in europe on 07/09/1853 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 07/09/1853 '? Is the correct temporal knowledge applied (i.e. 07/09/1853)? Just reply with 'yes' or 'no'.
1418,Seasonality,Date,Produce,08/28/1800,,a forest,Produce a photorealistic image of a forest in europe on 08/28/1800 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 08/28/1800 '? Is the correct temporal knowledge applied (i.e. 08/28/1800)? Just reply with 'yes' or 'no'.
1419,Seasonality,Date,Produce,08/01/1892,,a forest,Produce a photorealistic image of a forest in europe on 08/01/1892 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 08/01/1892 '? Is the correct temporal knowledge applied (i.e. 08/01/1892)? Just reply with 'yes' or 'no'.
